special,policy,mode,n,safe_success_mean,safe_success_ci95,final_success_mean,harmful_contact_mean,harmful_contact_ci95,late_switch_mean,late_switch_ci95,early_false_switch_mean,early_false_switch_ci95,deadline_violation_mean,deadline_violation_ci95,avoidable_lateness_mean,impulse_mean,expected_cost_mean,impulse_p90,expected_cost_p90
random_cue,deadline_threshold,fragile,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.638098,4.094857,1.830365,4.12947
random_cue,deadline_threshold,nominal,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17585,0.031653,0.212905,0.03832
random_cue,deadline_threshold,occluded_rim,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.406757,3.253216,1.603455,3.28862
random_cue,deadline_threshold,slippery,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.271501,2.62887,1.45912,2.66264
random_cue,deadline_threshold,thin_lip,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.352103,2.993379,1.525745,3.024635
random_cue,oracle_precontact,compliant_skin,56,1.0,0.0,0.946429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177109,0.03188,0.21758,0.039165
random_cue,oracle_precontact,fragile,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186951,0.033651,0.24334,0.0438
random_cue,oracle_precontact,nominal,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180702,0.032527,0.23223,0.0418
random_cue,oracle_precontact,occluded_rim,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178775,0.03218,0.237555,0.042755
random_cue,oracle_precontact,slippery,56,1.0,0.0,0.928571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182353,0.032824,0.233815,0.042085
random_cue,oracle_precontact,thin_lip,56,1.0,0.0,0.946429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181086,0.032596,0.227285,0.040915
random_cue,posterior_cost_tuned,compliant_skin,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.469522,3.664514,1.675405,3.701575
random_cue,posterior_cost_tuned,fragile,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.648488,4.096728,1.86537,4.135765
random_cue,posterior_cost_tuned,nominal,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186531,0.033575,0.233525,0.042035
random_cue,posterior_cost_tuned,occluded_rim,56,0.0,0.0,0.053571,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.381764,3.248717,1.5721,3.28298
random_cue,posterior_cost_tuned,slippery,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.262138,2.627184,1.48795,2.66783
random_cue,posterior_cost_tuned,thin_lip,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.346604,2.992389,1.517785,3.0232
random_cue,posterior_fixed,compliant_skin,56,0.0,0.0,0.035714,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.480979,3.666576,1.65753,3.69836
random_cue,posterior_fixed,fragile,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.614116,4.09054,1.80505,4.124905
random_cue,posterior_fixed,nominal,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175181,0.031532,0.229445,0.0413
random_cue,posterior_fixed,occluded_rim,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.396123,3.251302,1.56683,3.28203
random_cue,posterior_fixed,slippery,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.244087,2.623935,1.42908,2.657235
random_cue,posterior_fixed,thin_lip,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.352283,2.99341,1.545635,3.028215
random_cue,risk_guard,compliant_skin,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.471159,3.664809,1.680625,3.70251
random_cue,risk_guard,fragile,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.642269,4.095609,1.809795,4.12576
random_cue,risk_guard,nominal,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182162,0.03279,0.237955,0.042835
random_cue,risk_guard,occluded_rim,56,0.0,0.0,0.017857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.404038,3.252727,1.589175,3.286055
random_cue,risk_guard,slippery,56,0.0,0.0,0.035714,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.268603,2.628348,1.43688,2.658635
random_cue,risk_guard,thin_lip,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.331238,2.989622,1.51296,3.02233
random_cue,v2_guard,compliant_skin,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.478466,3.666124,1.6809,3.70256
random_cue,v2_guard,fragile,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.661673,4.099101,1.85498,4.1339
random_cue,v2_guard,nominal,56,1.0,0.0,0.892857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186791,0.033622,0.23158,0.041685
random_cue,v2_guard,occluded_rim,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.411858,3.254134,1.59266,3.28668
random_cue,v2_guard,slippery,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.273972,2.629315,1.479365,2.666285
random_cue,v2_guard,thin_lip,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.36796,2.996233,1.57608,3.033695
switch_too_slow,calibrated_deadline_guard,compliant_skin,56,0.178571,0.100312,0.178571,0.821429,0.100312,0.821429,0.100312,0.0,0.0,0.821429,0.100312,0.0,1.511464,3.064921,1.949335,3.75088
switch_too_slow,calibrated_deadline_guard,fragile,56,0.214286,0.107471,0.196429,0.785714,0.107471,0.785714,0.107471,0.0,0.0,0.785714,0.107471,0.0,1.595946,3.272985,2.123145,4.182165
switch_too_slow,calibrated_deadline_guard,nominal,56,0.964286,0.048606,0.910714,0.035714,0.048606,0.0,0.0,0.035714,0.048606,0.0,0.0,0.0,0.206187,0.087114,0.23945,0.043105
switch_too_slow,calibrated_deadline_guard,occluded_rim,56,0.071429,0.067454,0.053571,0.928571,0.067454,0.928571,0.067454,0.017857,0.034686,0.910714,0.074687,0.053571,1.594866,3.090647,1.90266,3.344765
switch_too_slow,calibrated_deadline_guard,slippery,56,0.142857,0.091652,0.142857,0.857143,0.091652,0.857143,0.091652,0.017857,0.034686,0.839286,0.096193,0.053571,1.370335,2.32166,1.73167,2.7123
switch_too_slow,calibrated_deadline_guard,thin_lip,56,0.160714,0.096193,0.160714,0.839286,0.096193,0.839286,0.096193,0.0,0.0,0.839286,0.096193,0.035714,1.429426,2.565333,1.815375,3.07677
switch_too_slow,deadline_threshold,compliant_skin,56,0.178571,0.100312,0.178571,0.821429,0.100312,0.821429,0.100312,0.0,0.0,0.821429,0.100312,0.0,1.518724,3.066227,1.998505,3.75973
switch_too_slow,deadline_threshold,fragile,56,0.214286,0.107471,0.214286,0.785714,0.107471,0.785714,0.107471,0.0,0.0,0.785714,0.107471,0.0,1.587565,3.271475,2.10352,4.17863
switch_too_slow,deadline_threshold,nominal,56,0.964286,0.048606,0.946429,0.035714,0.048606,0.0,0.0,0.035714,0.048606,0.0,0.0,0.0,0.202259,0.086407,0.24168,0.043505
switch_too_slow,deadline_threshold,occluded_rim,56,0.107143,0.081009,0.107143,0.892857,0.081009,0.892857,0.081009,0.017857,0.034686,0.875,0.086621,0.035714,1.560896,2.97739,1.87417,3.33895
switch_too_slow,deadline_threshold,slippery,56,0.142857,0.091652,0.142857,0.857143,0.091652,0.857143,0.091652,0.035714,0.048606,0.821429,0.100312,0.035714,1.359518,2.337571,1.74506,2.71598
switch_too_slow,deadline_threshold,thin_lip,56,0.178571,0.100312,0.214286,0.821429,0.100312,0.821429,0.100312,0.0,0.0,0.821429,0.100312,0.017857,1.405427,2.511906,1.832145,3.07979
switch_too_slow,oracle_precontact,compliant_skin,56,0.5,0.130958,0.5,0.5,0.130958,0.5,0.130958,0.0,0.0,0.5,0.130958,0.0,1.021682,1.883902,1.966805,3.754025
switch_too_slow,oracle_precontact,fragile,56,0.5,0.130958,0.464286,0.5,0.130958,0.5,0.130958,0.0,0.0,0.5,0.130958,0.0,1.111711,2.100108,2.10517,4.17893
switch_too_slow,oracle_precontact,nominal,56,1.0,0.0,0.910714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184897,0.033281,0.23989,0.04318
switch_too_slow,oracle_precontact,occluded_rim,56,0.5,0.130958,0.464286,0.5,0.130958,0.5,0.130958,0.0,0.0,0.5,0.130958,0.0,0.983279,1.67699,1.875755,3.33764
switch_too_slow,oracle_precontact,slippery,56,0.5,0.130958,0.5,0.5,0.130958,0.5,0.130958,0.0,0.0,0.5,0.130958,0.0,0.910434,1.363879,1.737165,2.71269
switch_too_slow,oracle_precontact,thin_lip,56,0.5,0.130958,0.446429,0.5,0.130958,0.5,0.130958,0.0,0.0,0.5,0.130958,0.0,0.960963,1.547973,1.830265,3.07945
switch_too_slow,posterior_cost_tuned,compliant_skin,56,0.142857,0.091652,0.142857,0.857143,0.091652,0.857143,0.091652,0.0,0.0,0.857143,0.091652,0.035714,1.559064,3.194917,1.91991,3.745585
switch_too_slow,posterior_cost_tuned,fragile,56,0.142857,0.091652,0.178571,0.857143,0.091652,0.857143,0.091652,0.0,0.0,0.857143,0.091652,0.071429,1.713475,3.565568,2.146905,4.18644
switch_too_slow,posterior_cost_tuned,nominal,56,0.982143,0.034686,0.964286,0.017857,0.034686,0.0,0.0,0.017857,0.034686,0.178571,0.100312,0.0,0.19576,0.060237,0.238735,0.04297
switch_too_slow,posterior_cost_tuned,occluded_rim,56,0.089286,0.074687,0.107143,0.910714,0.074687,0.910714,0.074687,0.035714,0.048606,0.875,0.086621,0.035714,1.57307,3.05101,1.886655,3.35026
switch_too_slow,posterior_cost_tuned,slippery,56,0.178571,0.100312,0.178571,0.821429,0.100312,0.821429,0.100312,0.0,0.0,0.821429,0.100312,0.035714,1.337354,2.212153,1.73679,2.71262
switch_too_slow,posterior_cost_tuned,thin_lip,56,0.178571,0.100312,0.178571,0.821429,0.100312,0.821429,0.100312,0.0,0.0,0.821429,0.100312,0.017857,1.402147,2.511315,1.8239,3.0783
switch_too_slow,posterior_fixed,compliant_skin,56,0.071429,0.067454,0.089286,0.928571,0.067454,0.928571,0.067454,0.0,0.0,0.928571,0.067454,0.107143,1.671583,3.458028,1.938035,3.74885
switch_too_slow,posterior_fixed,fragile,56,0.071429,0.067454,0.089286,0.928571,0.067454,0.928571,0.067454,0.0,0.0,0.928571,0.067454,0.142857,1.830339,3.858032,2.140595,4.185305
switch_too_slow,posterior_fixed,nominal,56,0.982143,0.034686,0.928571,0.017857,0.034686,0.0,0.0,0.017857,0.034686,0.107143,0.081009,0.0,0.193395,0.059811,0.24223,0.0436
switch_too_slow,posterior_fixed,occluded_rim,56,0.035714,0.048606,0.035714,0.964286,0.048606,0.964286,0.048606,0.0,0.0,0.964286,0.048606,0.107143,1.659069,3.191489,1.87984,3.33837
switch_too_slow,posterior_fixed,slippery,56,0.089286,0.074687,0.107143,0.910714,0.074687,0.910714,0.074687,0.0,0.0,0.910714,0.074687,0.125,1.458399,2.448226,1.752725,2.71549
switch_too_slow,posterior_fixed,thin_lip,56,0.142857,0.091652,0.125,0.857143,0.091652,0.857143,0.091652,0.0,0.0,0.857143,0.091652,0.053571,1.461665,2.620243,1.82627,3.078725
switch_too_slow,risk_guard,compliant_skin,56,0.178571,0.100312,0.178571,0.821429,0.100312,0.821429,0.100312,0.053571,0.058976,0.767857,0.110581,0.0,1.497308,3.115943,1.98269,3.759915
switch_too_slow,risk_guard,fragile,56,0.214286,0.107471,0.214286,0.785714,0.107471,0.785714,0.107471,0.0,0.0,0.785714,0.107471,0.0,1.601301,3.273949,2.14355,4.18584
switch_too_slow,risk_guard,nominal,56,0.892857,0.081009,0.875,0.107143,0.081009,0.0,0.0,0.107143,0.081009,0.0,0.0,0.0,0.255527,0.195994,0.48221,0.786795
switch_too_slow,risk_guard,occluded_rim,56,0.071429,0.067454,0.053571,0.928571,0.067454,0.928571,0.067454,0.107143,0.081009,0.821429,0.100312,0.0,1.582767,3.177755,1.906275,3.78423
switch_too_slow,risk_guard,slippery,56,0.142857,0.091652,0.142857,0.857143,0.091652,0.857143,0.091652,0.089286,0.074687,0.767857,0.110581,0.0,1.355467,2.390413,1.76964,2.72493
switch_too_slow,risk_guard,thin_lip,56,0.160714,0.096193,0.160714,0.839286,0.096193,0.839286,0.096193,0.053571,0.058976,0.785714,0.107471,0.0,1.419201,2.617063,1.828485,3.09192
switch_too_slow,v2_guard,compliant_skin,56,0.071429,0.067454,0.071429,0.928571,0.067454,0.928571,0.067454,0.0,0.0,0.928571,0.067454,0.107143,1.684786,3.460404,1.97078,3.75474
switch_too_slow,v2_guard,fragile,56,0.035714,0.048606,0.035714,0.964286,0.048606,0.964286,0.048606,0.0,0.0,0.964286,0.048606,0.178571,1.895704,4.005512,2.12193,4.18195
switch_too_slow,v2_guard,nominal,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185495,0.033389,0.23847,0.042925
switch_too_slow,v2_guard,occluded_rim,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.142857,1.710069,3.307813,1.93341,3.348015
switch_too_slow,v2_guard,slippery,56,0.053571,0.058976,0.071429,0.946429,0.058976,0.946429,0.058976,0.0,0.0,0.946429,0.058976,0.160714,1.510608,2.543339,1.75603,2.716085
switch_too_slow,v2_guard,thin_lip,56,0.160714,0.096193,0.160714,0.839286,0.096193,0.839286,0.096193,0.0,0.0,0.839286,0.096193,0.035714,1.432824,2.565944,1.823565,3.078245
zero_latency,calibrated_deadline_guard,compliant_skin,56,0.982143,0.034686,0.946429,0.017857,0.034686,0.017857,0.034686,0.017857,0.034686,0.0,0.0,0.0,0.202067,0.114944,0.239615,0.04313
zero_latency,calibrated_deadline_guard,fragile,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176121,0.031701,0.226725,0.04081
zero_latency,calibrated_deadline_guard,nominal,56,0.910714,0.074687,0.892857,0.053571,0.058976,0.0,0.0,0.089286,0.074687,0.0,0.0,0.0,0.230609,0.152224,0.26965,0.048535
zero_latency,calibrated_deadline_guard,occluded_rim,56,0.875,0.086621,0.875,0.125,0.086621,0.125,0.086621,0.125,0.086621,0.0,0.0,0.0,0.295739,0.553233,0.89646,4.161365
zero_latency,calibrated_deadline_guard,slippery,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178558,0.03214,0.223595,0.04025
zero_latency,calibrated_deadline_guard,thin_lip,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18847,0.033926,0.248025,0.044645
zero_latency,deadline_threshold,compliant_skin,56,0.982143,0.034686,0.964286,0.017857,0.034686,0.017857,0.034686,0.017857,0.034686,0.0,0.0,0.0,0.21025,0.116416,0.23841,0.04291
zero_latency,deadline_threshold,fragile,56,0.982143,0.034686,0.946429,0.017857,0.034686,0.017857,0.034686,0.017857,0.034686,0.0,0.0,0.0,0.199229,0.121576,0.234795,0.042265
zero_latency,deadline_threshold,nominal,56,0.892857,0.081009,0.875,0.071429,0.067454,0.0,0.0,0.107143,0.081009,0.0,0.0,0.0,0.243179,0.179486,0.394675,0.57104
zero_latency,deadline_threshold,occluded_rim,56,0.839286,0.096193,0.803571,0.160714,0.096193,0.160714,0.096193,0.160714,0.096193,0.0,0.0,0.0,0.322999,0.700997,1.02754,4.18496
zero_latency,deadline_threshold,slippery,56,0.964286,0.048606,0.928571,0.035714,0.048606,0.035714,0.048606,0.035714,0.048606,0.0,0.0,0.0,0.21622,0.160348,0.242115,0.04358
zero_latency,deadline_threshold,thin_lip,56,0.982143,0.034686,0.964286,0.017857,0.034686,0.017857,0.034686,0.017857,0.034686,0.0,0.0,0.0,0.193987,0.101881,0.240795,0.043345
zero_latency,oracle_precontact,compliant_skin,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182402,0.032833,0.23324,0.041985
zero_latency,oracle_precontact,fragile,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179912,0.032384,0.23308,0.041955
zero_latency,oracle_precontact,nominal,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184405,0.033193,0.230985,0.04158
zero_latency,oracle_precontact,occluded_rim,56,1.0,0.0,0.946429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180136,0.032424,0.22791,0.041025
zero_latency,oracle_precontact,slippery,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177051,0.03187,0.226645,0.0408
zero_latency,oracle_precontact,thin_lip,56,1.0,0.0,0.946429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182726,0.03289,0.245635,0.044215
zero_latency,posterior_cost_tuned,compliant_skin,56,0.964286,0.048606,0.946429,0.035714,0.048606,0.035714,0.048606,0.035714,0.048606,0.0,0.0,0.0,0.219797,0.196707,0.240895,0.04336
zero_latency,posterior_cost_tuned,fragile,56,0.946429,0.058976,0.910714,0.053571,0.058976,0.053571,0.058976,0.053571,0.058976,0.0,0.0,0.0,0.237165,0.299833,0.245575,0.044205
zero_latency,posterior_cost_tuned,nominal,56,0.821429,0.100312,0.785714,0.125,0.086621,0.0,0.0,0.178571,0.100312,0.0,0.0,0.0,0.280451,0.279053,0.68615,1.523505
zero_latency,posterior_cost_tuned,occluded_rim,56,0.821429,0.100312,0.785714,0.178571,0.100312,0.178571,0.100312,0.178571,0.100312,0.0,0.0,0.0,0.339634,0.77542,1.05904,4.19063
zero_latency,posterior_cost_tuned,slippery,56,0.946429,0.058976,0.946429,0.053571,0.058976,0.053571,0.058976,0.053571,0.058976,0.0,0.0,0.0,0.22634,0.222884,0.259195,0.046655
zero_latency,posterior_cost_tuned,thin_lip,56,0.946429,0.058976,0.910714,0.053571,0.058976,0.053571,0.058976,0.053571,0.058976,0.0,0.0,0.0,0.226552,0.241672,0.24355,0.04384
zero_latency,posterior_fixed,compliant_skin,56,0.982143,0.034686,0.928571,0.017857,0.034686,0.017857,0.034686,0.017857,0.034686,0.0,0.0,0.0,0.197884,0.11419,0.23223,0.0418
zero_latency,posterior_fixed,fragile,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181459,0.032663,0.23223,0.0418
zero_latency,posterior_fixed,nominal,56,0.910714,0.074687,0.839286,0.053571,0.058976,0.0,0.0,0.089286,0.074687,0.0,0.0,0.0,0.231953,0.152466,0.268835,0.04839
zero_latency,posterior_fixed,occluded_rim,56,0.928571,0.067454,0.928571,0.071429,0.067454,0.071429,0.067454,0.071429,0.067454,0.0,0.0,0.0,0.241339,0.329155,0.23939,0.04309
zero_latency,posterior_fixed,slippery,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182661,0.03288,0.22283,0.04011
zero_latency,posterior_fixed,thin_lip,56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184764,0.033257,0.22971,0.041345
zero_latency,risk_guard,compliant_skin,56,0.910714,0.074687,0.857143,0.089286,0.074687,0.089286,0.074687,0.089286,0.074687,0.0,0.0,0.0,0.258006,0.439298,0.242095,0.043575
zero_latency,risk_guard,fragile,56,0.910714,0.074687,0.892857,0.089286,0.074687,0.089286,0.074687,0.089286,0.074687,0.0,0.0,0.0,0.281142,0.479177,0.27207,0.048975
zero_latency,risk_guard,nominal,56,0.571429,0.129615,0.625,0.321429,0.122321,0.0,0.0,0.428571,0.129615,0.0,0.0,0.0,0.418329,0.632442,0.804175,1.54475
zero_latency,risk_guard,occluded_rim,56,0.535714,0.130624,0.517857,0.464286,0.130624,0.464286,0.130624,0.464286,0.130624,0.0,0.0,0.0,0.585193,1.962478,1.13685,4.204635
zero_latency,risk_guard,slippery,56,0.785714,0.107471,0.803571,0.214286,0.107471,0.214286,0.107471,0.214286,0.107471,0.0,0.0,0.0,0.353027,0.792117,1.00376,3.580675
zero_latency,risk_guard,thin_lip,56,0.928571,0.067454,0.857143,0.071429,0.067454,0.071429,0.067454,0.071429,0.067454,0.0,0.0,0.0,0.245939,0.312127,0.254305,0.045775
zero_latency,v2_guard,compliant_skin,56,0.982143,0.034686,0.946429,0.017857,0.034686,0.017857,0.034686,0.017857,0.034686,0.0,0.0,0.0,0.197397,0.114103,0.23382,0.04209
zero_latency,v2_guard,fragile,56,1.0,0.0,0.964286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189067,0.034032,0.229385,0.04129
zero_latency,v2_guard,nominal,56,0.946429,0.058976,0.892857,0.035714,0.048606,0.0,0.0,0.053571,0.058976,0.0,0.0,0.0,0.210063,0.105669,0.24878,0.04478
zero_latency,v2_guard,occluded_rim,56,0.946429,0.058976,0.928571,0.053571,0.058976,0.053571,0.058976,0.053571,0.058976,0.0,0.0,0.0,0.22512,0.254808,0.24056,0.043305
zero_latency,v2_guard,slippery,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183045,0.032948,0.233085,0.041955
zero_latency,v2_guard,thin_lip,56,1.0,0.0,0.982143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18193,0.032747,0.23736,0.042725
